,User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
2400,19209733,0,76,198,109,14,92,40.3,94
2401,13749090,0,51,181,87,10,85,39.7,40
2402,16085425,0,20,163,69,2,78,38.3,2
2403,18243252,0,23,188,89,16,103,40.3,86
2404,19738696,0,24,169,73,3,75,38.6,3
2405,18811883,0,27,190,90,28,106,40.4,170
2406,10411621,0,73,176,81,22,102,40.8,165
2407,15005212,0,54,176,80,20,95,39.7,110
2408,12225872,0,42,190,88,2,79,38.7,5
2409,10615164,0,73,187,84,3,81,38.5,13
2410,11594161,0,21,171,73,20,91,40.7,63
2411,17753289,0,41,174,74,4,80,38.8,10
2412,14129972,0,66,164,71,20,100,40.6,133
2413,17546508,0,50,171,77,29,111,40.8,222
2414,10272678,0,41,185,88,19,97,40.1,101
2415,19604604,0,23,167,69,22,102,40.5,106
2416,11586893,0,33,191,90,21,105,40.5,130
2417,12330499,0,27,188,84,6,87,39.1,18
2418,12235821,0,59,190,99,25,107,40.7,199
2419,18182811,0,41,187,93,23,105,40.9,153
2420,15716749,0,44,214,113,3,85,38.9,13
2421,18557561,0,66,199,100,17,98,40.5,118
2422,14932277,0,29,179,83,28,96,41.0,126
2423,10748485,0,34,183,82,3,84,38.6,9
2424,11636441,0,60,173,82,24,104,40.2,172
2425,13310205,0,20,184,83,7,90,39.5,22
2426,19701731,0,64,171,77,6,80,39.3,22
2427,10189848,0,20,179,77,23,97,40.6,94
2428,19136513,0,36,179,82,25,103,40.6,147
2429,18729924,0,38,200,99,16,100,40.2,94
2430,19368751,0,25,175,75,9,86,39.7,24
2431,13344313,0,64,186,92,21,102,40.2,153
2432,15259211,0,28,185,87,24,95,40.5,105
2433,13120041,0,26,192,90,17,109,40.5,110
2434,17046450,0,56,192,90,3,85,38.7,13
2435,10115284,0,44,196,95,3,83,38.8,11
2436,12407086,0,20,180,80,6,82,39.2,11
2437,14806687,0,52,185,86,26,98,40.7,155
2438,14469880,0,65,185,92,24,102,40.7,176
2439,11583687,0,29,189,91,3,91,38.7,12
2440,11028654,0,41,187,88,29,110,40.7,212
2441,19091958,0,36,191,93,15,98,40.3,80
2442,10168643,0,26,197,90,24,104,40.7,137
2443,12982023,0,53,183,84,22,103,40.5,148
2444,12999089,0,68,192,100,11,102,39.8,84
2445,14030207,0,30,184,79,12,95,40.1,52
2446,16861363,0,20,174,74,27,108,40.6,153
2447,12611448,0,44,172,79,6,86,38.9,22
2448,12818636,0,78,175,76,21,102,40.1,160
2449,13717383,0,79,177,83,13,88,40.5,74
2450,11832495,0,63,203,111,16,92,40.1,98
2451,16901202,0,23,185,82,21,102,40.8,107
2452,16976041,0,21,197,100,21,97,40.5,97
2453,15747020,0,39,175,81,16,86,40.1,55
2454,14692435,0,36,192,90,10,83,40.2,30
2455,13263146,0,24,178,77,1,76,38.0,1
2456,15951389,0,39,175,79,22,99,40.5,118
2457,15267778,0,55,191,95,19,99,40.6,123
2458,12746252,0,20,183,80,21,103,40.4,106
2459,14179772,0,24,203,103,11,93,40.0,47
2460,13017881,0,79,190,94,27,106,40.7,234
2461,15032806,0,50,191,95,11,94,39.9,60
2462,12475200,0,23,185,84,21,101,40.6,105
2463,16487558,0,66,184,86,25,106,40.4,196
2464,14891076,0,74,212,115,23,109,40.5,214
2465,15259732,0,49,198,105,12,94,40.2,68
2466,15250736,0,24,193,96,25,105,40.8,147
2467,14769275,0,48,195,94,14,100,40.1,88
2468,13695538,0,20,198,104,30,106,40.8,181
2469,16376096,0,33,190,95,15,89,40.2,58
2470,13496284,0,37,185,84,15,97,40.0,76
2471,17809520,0,28,195,94,17,100,40.5,90
2472,19650071,0,38,182,88,15,91,40.1,64
2473,18493222,0,28,183,88,4,86,39.3,12
2474,13919809,0,30,205,114,22,114,40.7,174
2475,15518976,0,53,197,98,2,81,38.2,7
2476,15138479,0,45,192,95,17,94,40.3,89
2477,18216595,0,73,186,93,24,107,41.1,204
2478,10196902,0,38,170,75,14,95,40.4,65
2479,13277334,0,40,196,102,5,91,39.1,23
2480,13726063,0,28,172,81,25,113,40.7,174
2481,13076521,0,44,180,79,21,100,40.9,120
2482,15359909,0,31,182,87,27,115,41.0,204
2483,13492419,0,42,179,82,15,85,40.4,52
2484,10952926,0,23,192,91,27,108,40.8,167
2485,12849019,0,29,190,94,4,76,38.8,7
2486,17911210,0,25,192,87,18,99,40.2,87
2487,15412272,0,52,183,89,4,72,38.8,8
2488,11542826,0,71,183,84,14,97,40.1,94
2489,17117359,0,55,194,99,16,92,40.4,88
2490,14071859,0,47,196,105,26,102,40.6,175
2491,18212961,0,79,176,82,13,96,40.3,90
2492,18322780,0,24,170,70,29,99,41.2,128
2493,11906536,0,20,184,79,14,96,39.9,56
2494,18015016,0,60,192,88,27,109,40.6,218
2495,18001428,0,76,188,93,8,93,39.7,52
2496,19871856,0,48,171,79,25,102,40.2,156
2497,11481222,0,33,200,98,30,108,40.8,205
2498,15165311,0,51,199,104,25,104,40.3,180
2499,13367422,0,63,185,87,12,93,39.8,69
2500,12994105,0,33,185,83,23,98,40.8,115
2501,11905609,0,22,189,80,5,86,39.3,13
2502,17995892,0,47,182,89,18,94,40.7,93
2503,12721653,0,28,178,78,8,89,39.9,26
2504,10146798,0,20,197,93,11,97,39.8,49
2505,12455822,0,20,189,86,11,91,40.1,37
2506,11112013,0,25,171,74,27,104,40.7,144
2507,18345783,0,34,178,81,9,95,39.7,41
2508,19691507,0,73,172,76,4,85,38.9,19
2509,18306592,0,28,187,87,13,97,40.1,61
2510,19170181,0,57,183,89,18,93,40.5,99
2511,11160770,0,70,175,83,27,106,40.6,216
2512,17012369,0,28,184,88,20,107,40.5,124
2513,16055689,0,56,187,90,25,99,40.5,160
2514,14784146,0,44,168,69,10,85,39.7,33
2515,18026757,0,66,177,77,6,76,39.1,19
2516,15438491,0,59,198,107,23,106,40.5,183
2517,10060589,0,54,187,88,8,92,39.3,42
2518,11994271,0,21,180,78,14,105,40.2,75
2519,17548410,0,24,191,93,17,110,40.5,112
2520,14988285,0,51,200,96,25,114,40.9,214
2521,18034259,0,51,178,81,8,85,39.4,31
2522,11349389,0,53,189,88,12,93,40.1,64
2523,16516852,0,63,175,78,26,105,41.0,192
2524,19382936,0,60,191,95,2,72,38.1,5
2525,18651406,0,69,177,86,14,97,40.0,93
2526,19939941,0,27,181,82,18,105,40.3,103
2527,17794285,0,75,182,88,11,94,39.9,72
2528,16798826,0,23,174,70,25,102,40.9,121
2529,18894993,0,28,193,96,25,109,40.8,167
2530,13281279,0,25,180,81,15,91,40.2,53
2531,18255361,0,76,210,114,7,94,39.3,50
2532,15941631,0,73,175,73,11,94,39.9,67
2533,11703009,0,43,184,85,9,83,39.8,29
2534,14282992,0,30,181,82,19,101,40.4,100
2535,14015894,0,31,188,91,17,98,40.3,86
2536,10350432,0,26,194,101,17,83,40.5,47
2537,16366436,0,32,182,78,2,72,37.6,2
2538,10850183,0,23,182,87,3,83,38.6,7
2539,17434461,0,37,192,95,29,119,40.7,250
2540,18154398,0,28,181,81,30,108,41.1,186
2541,16086752,0,66,173,74,16,96,40.3,97
2542,13157592,0,21,178,78,28,105,40.9,150
2543,14576993,0,44,183,89,14,88,39.7,58
2544,11250457,0,31,171,75,27,125,40.7,237
2545,15324192,0,52,191,92,3,90,38.3,15
2546,10841708,0,25,187,86,28,106,40.8,165
2547,13713143,0,35,187,88,26,108,41.1,174
2548,11750896,0,27,196,95,8,87,39.4,26
2549,17622350,0,65,194,98,28,112,40.5,251
2550,19991370,0,42,171,75,28,111,41.0,202
2551,17736374,0,21,185,83,9,94,39.9,34
2552,15817315,0,43,185,89,16,100,40.4,94
2553,15676609,0,52,187,97,7,94,39.5,39
2554,19294591,0,50,188,93,23,100,40.8,146
2555,12211045,0,69,180,86,7,89,39.4,38
2556,18664301,0,52,192,99,7,88,39.6,33
2557,16273476,0,57,190,98,29,116,41.1,266
2558,10721146,0,42,193,92,2,87,38.0,8
2559,14223644,0,31,190,93,13,94,39.8,59
2560,18783850,0,38,171,74,22,105,40.3,134
2561,10011980,0,33,197,101,1,80,38.2,3
2562,14806449,0,23,172,75,2,89,38.0,6
2563,10698661,0,25,191,95,28,105,40.8,166
2564,17499855,0,46,176,76,2,81,38.0,6
2565,12537787,0,20,189,90,16,96,40.1,67
2566,14105081,0,53,191,95,4,92,38.5,21
2567,19742183,0,25,183,84,1,79,37.8,2
2568,19593906,0,48,181,80,22,105,40.8,148
2569,13693592,0,62,182,84,4,83,38.9,17
2570,17597162,0,54,187,89,11,95,40.2,62
2571,19914423,0,38,174,77,25,103,40.7,146
2572,11325637,0,64,180,83,17,92,40.5,95
2573,10091123,0,61,183,87,29,108,40.6,230
2574,17131147,0,34,192,87,24,105,41.2,148
2575,15247102,0,63,211,113,26,109,40.7,227
2576,10483224,0,79,189,94,23,100,40.6,178
2577,16507293,0,27,172,73,25,103,40.6,131
2578,14885561,0,44,195,96,16,95,40.4,86
2579,17479420,0,26,177,71,4,82,39.2,8
2580,17525952,0,76,210,116,10,93,40.0,70
2581,15771654,0,39,208,121,6,77,39.2,18
2582,13716627,0,65,175,77,26,116,40.8,237
2583,13387768,0,20,174,74,18,95,40.3,67
2584,10799580,0,63,187,96,3,74,38.8,9
2585,11223828,0,59,175,80,17,101,40.2,113
2586,10102192,0,22,180,79,21,95,40.6,82
2587,17160085,0,43,170,79,6,90,39.3,25
2588,17849582,0,59,182,81,5,79,39.0,17
2589,13632790,0,56,179,80,17,90,40.4,82
2590,17848481,0,45,176,76,4,91,38.4,17
2591,19961457,0,21,198,102,3,82,38.7,7
2592,10623679,0,24,187,91,6,84,39.0,16
2593,19467825,0,32,187,85,11,87,39.9,37
2594,15798328,0,59,186,93,11,89,40.0,56
2595,10320110,0,59,168,80,6,89,39.2,29
2596,10260258,0,28,171,77,25,110,40.9,161
2597,16607836,0,23,179,80,22,100,40.7,104
2598,12407604,0,38,177,81,4,84,39.3,12
2599,13277989,0,61,192,91,8,89,39.4,41
2600,15339233,0,21,175,78,2,81,38.3,3
2601,18695906,0,61,177,79,4,86,38.8,18
2602,16729981,0,71,193,93,13,95,39.9,86
2603,10227552,0,59,190,93,8,93,39.8,46
2604,16102997,0,25,180,81,29,114,41.1,202
2605,18443671,0,23,180,78,17,110,40.8,106
2606,17435394,0,25,177,80,22,93,40.4,83
2607,19661125,0,57,176,82,23,101,41.0,151
2608,12163888,0,33,196,92,15,98,40.0,78
2609,18298527,0,21,205,102,10,92,39.8,39
2610,12612101,0,35,160,67,4,81,38.8,9
2611,17634402,0,20,178,79,10,92,39.5,34
2612,15540933,0,30,194,97,17,95,40.6,80
2613,19743558,0,22,196,91,9,92,39.7,34
2614,18375493,0,38,164,72,5,81,39.1,12
2615,10023509,0,61,167,74,10,86,40.1,43
2616,18129713,0,22,186,88,10,83,40.0,23
2617,12126250,0,55,199,105,15,87,39.8,73
2618,12066484,0,64,183,88,1,78,37.7,4
2619,15057245,0,43,193,96,26,110,40.9,197
2620,14629794,0,66,165,67,9,90,39.7,45
2621,17884669,0,25,193,93,23,94,40.6,97
2622,15156843,0,20,197,90,24,99,40.5,112
2623,18528515,0,51,186,85,23,100,40.6,143
2624,16473704,0,28,185,80,12,91,40.2,44
2625,10505499,0,55,181,84,9,89,39.7,42
2626,19579809,0,28,183,85,26,110,40.8,172
2627,18547454,0,58,191,97,16,80,40.3,61
2628,18568530,0,41,189,89,6,90,39.6,26
2629,19117054,0,34,192,90,12,93,40.2,53
2630,18950762,0,36,193,98,11,93,39.8,52
2631,12743906,0,20,197,102,4,91,39.1,15
2632,15275582,0,69,195,93,3,91,38.6,18
2633,16798914,0,33,187,86,30,106,40.5,188
2634,19999647,0,29,164,67,30,102,41.2,152
2635,19416303,0,69,189,92,6,90,39.1,34
2636,13460773,0,37,179,89,6,92,39.2,26
2637,12850770,0,29,184,82,5,86,39.1,15
2638,15521709,0,25,182,83,13,94,40.1,52
2639,11873348,0,75,183,89,13,81,40.2,60
2640,14440004,0,42,172,80,1,78,37.8,2
2641,16203248,0,31,184,87,3,89,38.5,11
2642,13191795,0,33,175,77,3,81,38.5,7
2643,10258535,0,59,173,79,27,107,40.4,203
2644,15851066,0,57,179,74,22,106,40.3,158
2645,13757285,0,28,195,99,18,101,40.7,100
2646,11398657,0,46,177,76,21,100,40.4,121
2647,15401439,0,60,194,99,22,98,40.6,146
2648,15438919,0,55,159,61,17,103,40.7,108
2649,10577572,0,35,171,78,8,86,39.7,25
2650,18490915,0,67,186,93,12,93,39.7,73
2651,10852352,0,50,172,74,21,101,40.5,127
2652,10719858,0,66,198,96,22,108,40.6,184
2653,19053561,0,21,177,81,1,80,37.4,2
2654,13229574,0,37,190,87,8,92,39.4,35
2655,19193558,0,54,178,87,14,103,40.3,96
2656,12489554,0,21,197,99,15,99,40.1,74
2657,12281127,0,47,182,87,23,103,40.4,150
2658,17486235,0,55,186,89,10,83,39.5,39
2659,16322569,0,52,188,93,14,98,40.2,86
2660,10745344,0,27,173,71,12,97,40.4,52
2661,15950520,0,65,166,65,2,85,38.0,8
2662,14640720,0,28,184,86,22,104,40.4,126
2663,12524166,0,39,168,70,22,100,40.7,117
2664,19998582,0,38,164,73,14,91,40.1,55
2665,16039970,0,32,188,93,15,103,40.1,89
2666,13056465,0,25,179,81,16,98,40.3,73
2667,11873500,0,54,202,108,18,97,40.2,115
2668,17911611,0,26,182,88,15,94,40.2,62
2669,18040819,0,61,199,112,23,99,40.6,164
2670,11283803,0,27,184,84,11,91,39.7,40
2671,17503728,0,64,188,96,13,92,39.6,76
2672,11500339,0,44,152,54,20,96,40.5,92
2673,10904484,0,24,174,78,10,82,39.7,20
2674,16923223,0,24,174,75,20,99,40.3,91
2675,13990932,0,44,203,101,8,88,39.3,35
2676,12617765,0,24,179,79,28,107,40.6,163
2677,15902555,0,47,199,98,9,79,39.3,28
2678,10268593,0,23,165,69,14,101,40.5,65
2679,13189830,0,29,173,73,18,104,40.8,99
2680,11229506,0,31,203,111,27,110,41.1,197
2681,13469241,0,28,190,94,5,93,39.1,21
2682,12990892,0,57,174,77,21,99,40.4,130
2683,16178587,0,35,171,67,7,94,39.4,29
2684,15675194,0,38,185,89,26,106,40.9,171
2685,10500280,0,33,180,82,21,101,40.7,114
2686,17764007,0,37,182,83,29,104,40.8,177
2687,12209671,0,28,174,76,7,89,39.6,23
2688,18677152,0,28,181,79,22,105,40.6,126
2689,16330457,0,39,182,89,15,90,40.5,63
2690,14422916,0,70,169,73,16,99,40.3,107
2691,12405912,0,69,184,89,9,93,39.6,55
2692,17918506,0,57,189,92,8,90,39.5,41
2693,15461321,0,28,181,87,18,91,40.6,68
2694,18273899,0,49,201,101,16,95,40.1,91
2695,10487865,0,35,176,83,16,102,40.2,91
2696,10369238,0,53,196,102,2,89,38.2,10
2697,18471017,0,50,196,97,20,92,40.4,104
2698,13595349,0,22,190,88,3,79,39.0,5
2699,13704176,0,59,192,98,14,92,40.2,79
2700,12438971,0,49,180,82,13,88,39.6,55
2701,16997135,0,39,179,79,1,76,37.4,2
2702,18037289,0,45,200,102,1,85,37.2,4
2703,18431431,0,31,184,83,2,83,37.9,5
2704,14917389,0,21,181,74,9,94,39.5,33
2705,13989906,0,29,182,80,9,93,39.5,36
2706,12063233,0,42,182,87,10,99,39.6,57
2707,10509477,0,65,177,78,30,112,40.6,256
2708,19094232,0,52,203,102,5,82,38.9,20
2709,16116547,0,44,187,89,13,94,40.2,66
2710,19026992,0,44,200,106,15,92,40.5,77
2711,13266138,0,33,188,98,27,111,40.5,196
2712,15942308,0,23,180,82,14,91,40.3,48
2713,17481786,0,65,179,84,9,85,39.4,41
2714,13790241,0,38,183,83,30,104,40.9,184
2715,15798518,0,73,192,92,2,68,38.2,5
2716,13447521,0,76,188,93,30,105,41.2,250
2717,14996822,0,27,168,71,15,96,40.1,62
2718,12795895,0,73,176,78,3,79,38.2,12
2719,14236637,0,52,174,81,19,106,40.7,134
2720,12797540,0,26,174,80,11,83,39.7,26
2721,13718636,0,25,183,86,11,97,40.1,50
2722,18015979,0,47,185,85,8,97,39.9,44
2723,18446454,0,74,189,99,28,104,41.0,230
2724,14665685,0,77,188,94,12,104,39.9,99
2725,11734804,0,78,196,105,4,89,38.9,25
2726,17559493,0,74,181,86,22,101,40.8,165
2727,11004522,0,43,183,82,21,98,40.7,115
2728,11716942,0,40,189,88,11,90,40.0,47
2729,12605605,0,50,196,98,3,87,38.4,13
2730,12024446,0,28,199,94,11,94,39.9,48
2731,19227425,0,34,185,79,21,92,40.3,85
2732,10655307,0,26,168,70,19,112,40.6,123
2733,19288151,0,37,174,74,12,89,40.1,44
2734,18545960,0,54,195,92,27,106,41.0,200
2735,13555596,0,20,195,97,14,101,40.4,72
2736,12563048,0,57,196,96,29,108,41.1,230
2737,15524945,0,65,187,85,22,109,40.7,181
2738,12416246,0,56,187,87,18,99,40.6,114
2739,10448214,0,60,173,79,1,91,37.9,5
2740,12805424,0,75,169,72,23,104,40.8,177
2741,18537288,0,67,176,78,24,101,40.9,167
2742,17425749,0,67,172,75,7,83,39.4,29
2743,13009867,0,77,175,75,12,91,40.1,71
2744,17385337,0,42,177,81,8,85,39.6,27
2745,13278328,0,27,184,79,21,99,40.6,100
2746,15513487,0,26,193,92,29,101,41.0,154
2747,10546670,0,58,175,77,14,92,40.2,72
2748,18338338,0,20,196,99,21,108,40.7,131
2749,12348285,0,38,196,100,29,111,40.6,219
2750,10821527,0,29,173,82,28,115,40.9,206
2751,10371729,0,47,167,69,9,101,39.8,52
2752,11179649,0,34,182,81,20,105,40.6,121
2753,17897742,0,55,204,112,7,86,39.7,34
2754,16903912,0,38,171,70,9,97,39.5,43
2755,16985982,0,29,204,104,22,101,40.8,126
2756,14889348,0,52,183,86,8,81,39.6,27
2757,14076910,0,76,208,112,6,88,39.4,37
2758,11766081,0,68,192,100,13,99,40.2,94
2759,14223192,0,42,181,84,11,94,39.8,53
2760,14317396,0,23,180,81,18,94,40.6,70
2761,14334338,0,21,179,83,24,102,40.5,120
2762,11948320,0,48,181,84,25,99,41.1,147
2763,16229313,0,24,178,79,12,83,40.1,27
2764,15482828,0,23,195,87,9,93,39.7,35
2765,11659141,0,25,184,79,23,103,41.0,121
2766,12355976,0,48,182,84,17,96,40.3,92
2767,16503516,0,35,184,88,28,108,40.9,188
2768,15245677,0,42,193,96,24,109,40.9,177
2769,18198461,0,23,200,95,18,92,40.6,70
2770,14636181,0,77,179,83,16,94,40.1,104
2771,14427167,0,32,174,76,9,98,39.4,43
2772,16424675,0,59,181,88,24,96,40.7,145
2773,10534221,0,65,177,77,9,92,39.6,50
2774,11229674,0,54,194,94,29,106,40.8,216
2775,14936913,0,20,190,93,16,99,40.2,76
2776,16147959,0,56,178,76,7,87,39.4,30
2777,11198971,0,36,198,101,8,89,39.8,33
2778,10814313,0,54,176,72,22,112,40.7,173
2779,15504391,0,37,177,83,18,98,40.4,93
2780,11141025,0,70,185,83,1,74,38.1,3
2781,10640862,0,24,179,78,27,108,41.1,161
2782,17107172,0,21,185,79,9,86,39.8,23
2783,10821618,0,78,176,82,3,86,37.9,16
2784,17906295,0,29,186,91,21,107,40.3,133
2785,17523148,0,54,182,91,14,102,40.1,95
2786,10744188,0,35,178,77,28,107,40.8,177
2787,10367140,0,37,187,87,29,113,40.8,218
2788,17819816,0,30,165,68,14,96,40.4,59
2789,10582928,0,50,207,111,28,115,40.6,251
2790,14346624,0,25,184,85,22,99,40.4,106
2791,12667850,0,58,187,87,8,93,39.3,44
2792,16595595,0,73,185,93,27,105,40.9,221
2793,13040945,0,35,202,97,16,105,40.1,103
2794,10582652,0,45,189,93,2,70,38.1,3
2795,14245374,0,63,183,86,20,100,40.2,136
2796,11921243,0,32,186,88,15,103,40.4,87
2797,13828740,0,51,183,89,17,103,39.9,115
2798,11133210,0,71,181,85,17,101,40.2,124
2799,13818318,0,61,191,91,25,114,41.0,223
2800,18043428,0,24,176,74,21,97,40.6,88
2801,15958775,0,20,176,78,16,95,40.1,61
2802,15675242,0,72,179,80,15,107,40.5,122
2803,15617996,0,23,185,85,19,96,40.4,81
2804,15903503,0,79,201,110,8,86,40.0,48
2805,19860984,0,50,181,81,6,83,39.3,21
2806,16579099,0,31,174,76,14,89,40.2,47
2807,17741084,0,49,186,85,17,94,40.5,88
2808,11044383,0,32,173,75,20,88,40.0,65
2809,19254310,0,58,182,90,6,84,39.6,25
2810,11127230,0,26,184,89,9,89,39.6,31
2811,18581922,0,30,176,73,9,89,39.4,29
2812,14043167,0,76,192,100,20,96,40.3,143
2813,17228995,0,43,186,84,4,85,39.0,14
2814,17587874,0,54,189,92,8,91,39.8,41
2815,13977143,0,27,184,79,5,89,38.9,16
2816,15844244,0,31,182,88,11,101,39.9,60
2817,12989682,0,36,181,84,3,77,38.6,6
2818,12560362,0,79,182,93,5,91,39.0,32
2819,16327817,0,21,187,83,3,87,38.6,8
2820,12879279,0,23,166,69,29,108,40.5,166
2821,12430361,0,29,183,87,17,97,40.2,80
2822,17547760,0,23,191,84,24,111,40.8,156
2823,12319802,0,35,180,79,28,105,40.9,170
2824,12757736,0,28,163,66,17,91,40.2,57
2825,10348443,0,73,213,121,27,112,40.9,266
2826,15182983,0,67,192,101,25,102,40.8,191
2827,19327424,0,79,193,97,2,80,38.0,10
2828,15343096,0,25,177,76,24,104,40.5,129
2829,13711178,0,26,196,100,25,114,41.0,186
2830,11592348,0,22,176,81,17,97,40.4,73
2831,18728588,0,22,191,94,25,118,40.8,193
2832,12530446,0,49,186,84,6,84,39.3,22
2833,19776046,0,43,179,76,29,110,40.8,207
2834,10683711,0,32,186,91,21,108,40.5,139
2835,10771859,0,34,194,91,21,98,40.3,109
2836,15908181,0,23,171,68,22,101,40.9,102
2837,14388793,0,28,197,89,28,106,40.9,170
2838,12042077,0,22,194,91,28,108,40.6,172
2839,13207414,0,51,183,87,19,104,40.5,130
2840,18030469,0,42,190,98,24,107,40.7,171
2841,13556687,0,38,173,72,3,75,38.5,5
2842,17216755,0,26,179,84,1,84,37.7,3
2843,11264158,0,22,194,96,20,97,40.3,92
2844,11479406,0,64,170,76,1,79,37.9,3
2845,13850050,0,40,170,79,17,103,40.4,102
2846,15117490,0,66,190,97,15,96,39.9,99
2847,12187528,0,28,181,91,28,101,41.0,151
2848,18469881,0,31,199,109,21,95,40.5,105
2849,19036584,0,57,189,94,28,115,41.0,251
2850,14338281,0,33,181,81,19,102,40.6,105
2851,14697434,0,33,170,66,14,95,40.0,58
2852,16335969,0,46,185,90,17,94,40.4,88
2853,19078038,0,37,175,74,22,103,40.3,126
2854,13366422,0,21,195,90,21,95,40.7,86
2855,13282247,0,46,188,83,25,101,40.7,152
2856,19483453,0,26,178,78,13,95,39.9,53
2857,14754307,0,26,181,84,17,89,40.0,56
2858,13289079,0,21,177,82,3,84,38.5,7
2859,10622573,0,60,172,76,14,102,40.2,94
2860,16148325,0,27,181,79,17,94,40.3,68
2861,18435154,0,29,187,82,13,99,39.8,64
2862,11399468,0,47,190,88,26,109,40.6,193
2863,19723108,0,30,184,85,17,95,40.2,75
2864,18472940,0,42,166,65,26,109,41.2,174
2865,13660054,0,62,173,73,4,79,39.1,13
2866,16067519,0,31,200,110,9,91,40.0,40
2867,15369452,0,72,199,98,28,110,40.9,252
2868,12459186,0,69,176,76,18,104,40.3,135
2869,19284046,0,45,175,78,26,99,40.8,146
2870,15901282,0,55,199,94,22,98,40.5,138
2871,14867603,0,45,183,87,17,99,40.0,99
2872,13609978,0,53,187,94,16,99,40.3,102
2873,17364987,0,44,181,78,13,102,40.1,78
2874,11311102,0,45,189,88,23,102,40.6,144
2875,16598218,0,56,184,88,7,89,39.4,34
2876,19094437,0,29,186,86,18,96,40.3,82
2877,18143798,0,50,190,94,6,90,39.4,29
2878,15034680,0,27,190,95,19,101,40.6,103
2879,19736768,0,39,193,100,8,96,39.6,43
2880,16507298,0,54,178,85,3,74,38.3,7
2881,13265721,0,23,192,84,10,85,39.8,26
2882,13683530,0,21,181,81,15,100,40.0,70
2883,10570155,0,28,198,98,26,113,40.6,191
2884,17118838,0,39,182,91,23,108,40.7,160
2885,19390690,0,34,200,98,13,89,40.1,52
2886,19117353,0,36,177,76,24,98,40.7,120
2887,18198050,0,65,182,82,7,73,39.5,19
2888,17777188,0,29,179,85,24,112,41.0,167
2889,18428151,0,76,191,96,2,83,37.7,10
2890,16601243,0,70,182,85,19,101,40.3,138
2891,19026457,0,20,190,89,30,106,41.2,171
2892,12668444,0,72,203,106,24,94,40.7,162
2893,14688173,0,57,189,88,18,98,40.2,113
2894,11798740,0,43,194,96,29,105,40.5,198
2895,14644135,0,54,181,86,12,104,39.7,84
2896,14924017,0,24,179,83,10,91,39.8,35
2897,11965928,0,20,185,91,17,96,40.3,72
2898,17091484,0,20,179,80,6,84,39.0,13
2899,12562173,0,51,178,76,7,76,39.3,17
2900,17900200,0,26,182,79,4,83,38.8,9
2901,13992300,0,38,183,81,12,90,39.8,48
2902,16861315,0,37,190,93,15,91,40.0,65
2903,18731530,0,38,178,77,9,88,39.3,32
2904,16662232,0,36,175,76,22,99,40.7,113
2905,18809272,0,39,184,86,3,85,38.3,10
2906,15716243,0,34,194,93,12,89,40.3,47
2907,14080744,0,30,187,91,15,96,40.0,71
2908,18049716,0,29,173,70,6,81,39.3,12
2909,16187117,0,67,195,94,28,100,40.8,201
2910,19517363,0,40,174,82,26,104,40.9,162
2911,18207912,0,24,179,81,16,90,40.3,53
2912,14208170,0,34,192,90,3,83,38.3,9
2913,10706479,0,73,169,78,26,102,40.9,193
2914,10438322,0,79,173,76,27,110,40.8,239
2915,15450354,0,32,193,102,17,104,40.0,106
2916,12971741,0,43,168,73,5,83,38.7,15
2917,16445841,0,58,176,81,23,98,40.4,142
2918,16170371,0,59,181,85,6,93,39.6,33
2919,13995114,0,41,187,91,25,103,40.7,158
2920,16488059,0,70,170,76,12,101,40.2,85
2921,16645534,0,53,188,86,7,96,39.6,40
2922,14030335,0,57,187,94,5,86,39.5,23
2923,11202379,0,45,191,94,12,96,39.8,66
2924,13962197,0,49,177,85,15,99,40.2,89
2925,16826603,0,23,173,77,16,102,40.1,80
2926,10047325,0,21,206,114,17,103,40.3,99
2927,17428309,0,70,187,89,28,112,40.8,252
2928,10072090,0,39,194,99,17,95,40.2,88
2929,12085410,0,23,189,97,13,89,40.2,45
2930,10522660,0,20,185,82,6,81,39.0,11
2931,18378521,0,21,186,82,10,88,40.2,29
2932,11339639,0,22,174,81,28,107,40.7,162
2933,19741855,0,47,170,76,17,101,40.2,101
2934,14409460,0,48,175,75,17,95,40.3,87
2935,12752294,0,48,202,103,25,107,40.9,188
2936,15432198,0,45,191,92,23,107,40.5,164
2937,10372349,0,58,193,95,20,99,40.3,132
2938,19600611,0,21,199,104,18,99,40.6,90
2939,19692512,0,61,193,99,18,104,40.1,137
2940,14803387,0,20,178,79,8,88,39.4,22
2941,10934563,0,61,198,108,9,92,40.1,54
2942,12048857,0,26,194,99,8,85,39.6,24
2943,18863989,0,55,185,85,4,93,38.7,21
2944,18982255,0,34,182,88,13,106,40.2,83
2945,16674934,0,23,187,87,27,102,40.3,140
2946,11799911,0,39,192,96,5,88,39.4,20
2947,18111698,0,40,207,113,20,98,40.2,120
2948,13139047,0,33,174,82,24,106,40.4,148
2949,14714678,0,54,182,84,21,96,40.2,120
2950,18764895,0,38,188,89,4,82,39.0,12
2951,16682378,0,46,182,89,15,98,40.6,86
2952,19343455,0,30,193,89,27,94,40.6,118
2953,14232520,0,27,169,69,16,102,40.2,80
2954,14418793,0,62,164,64,10,86,40.1,42
2955,19383663,0,22,191,93,2,89,38.4,7
2956,10483083,0,50,191,89,22,90,40.3,104
2957,14857521,0,58,198,104,7,88,39.6,36
